mssv,namsinh,gioitinh,noisinh,lopsh,khoa,hedt,khoahoc,chuyennganh,tinhtrang,nambd
17f84597xpvaibaexe9g6r/97vinjojq9dyew0ke,1999.0,1.0,hồ chí minh,pmcl2017.2,cnpm,clc,12.0,d480103,1.0,2017.0
a06f4414xpvaibaexe9g6r/97vinjnqu2yj+025t,1999.0,1.0,hồ chí minh,mmcl2017,mmt&tt,clc,12.0,d480102,1.0,2017.0
80eb2fffxpvaibaexe9g6r/97vinjkzhfyds0/r3,1999.0,0.0,bình định,httt2017,httt,cqui,12.0,d480104,1.0,2017.0
45d20526xpvaibaexe9g6r/97vinjogwizu1kxsp,1999.0,0.0,tiền giang,khcl2017.1,khmt,clc,12.0,d480101,5.0,2017.0
f4373100xpvaibaexe9g6r/97vinjo+7wxmhnfoz,1999.0,1.0,ninh thuận,mmtt2017,mmt&tt,cqui,12.0,d480102,1.0,2017.0
b97eee48xpvaibaexe9g6r/97vinjj0slneifutq,1999.0,0.0,bình thuận,cntt2017,kttt,cqui,12.0,d480201,1.0,2017.0
9fbeecf0xpvaibaexe9g6r/97vinjsyvp6l0vcl5,1999.0,0.0,hà tĩnh,pmcl2017.2,cnpm,clc,12.0,d480103,1.0,2017.0
d2ab244axpvaibaexe9g6r/97vinjjpbmcqmmjw4,1999.0,0.0,quảng bình,khtn2017,khmt,cntn,12.0,d480101,3.0,2017.0
7ca35a03xpvaibaexe/cjxaw79civjnf7zwnluzo,1999.0,0.0,bến tre,attt2017,mmt&tt,cqui,12.0,d480299,1.0,2017.0
19899493xpvaibaexe/cjxaw79civq3bc+nrhx2u,1999.0,0.0,hồ chí minh,pmcl2017.2,cnpm,clc,12.0,d480103,1.0,2017.0
25742566xpvaibaexe/cjxaw79civjzjlw83wbfz,1999.0,0.0,tiền giang,httt2017,httt,cqui,12.0,d480104,1.0,2017.0
62291c90xpvaibaexe/cjxaw79civtn0euknrz04,1999.0,0.0,hồ chí minh,cntt2017,kttt,cqui,12.0,d480201,5.0,2017.0
6c8cb8aexpvaibaexe/cjxaw79civspmgv22kvov,1999.0,1.0,hồ chí minh,khcl2017.1,khmt,clc,12.0,d480101,1.0,2017.0
a3d44efexpvaibaexe/cjxaw79civqjvfb/mlhy/,1999.0,1.0,hồ chí minh,mmtt2017,mmt&tt,cqui,12.0,d480102,5.0,2017.0
ceb7cc02xpvaibaexe/cjxaw79civlnsocumiato,1999.0,1.0,quảng trị,attt2017,mmt&tt,cqui,12.0,d480299,1.0,2017.0
9aaa7c61xpvaibaexe/cjxaw79civn1wyluwbfxb,1999.0,1.0,nghệ an,htcl2017.2,httt,clc,12.0,d480104,1.0,2017.0
b5891c09xpvaibaexe+ndjhrhiaomt/aj852h3a/,1999.0,1.0,long an,pmcl2017.2,cnpm,clc,12.0,d480103,1.0,2017.0
f9c8da26xpvaibaexe+ndjhrhiaomfbcifxvw7ae,1999.0,1.0,hồ chí minh,cntt2017,kttt,cqui,12.0,d480201,1.0,2017.0
76a2ca8expvaibaexe+ndjhrhiaomw24lzir3xkd,1999.0,1.0,bình định,ktpm2017,cnpm,cqui,12.0,d480103,1.0,2017.0
a81eb87cxpvaibaexe+ndjhrhiaomszekmch2ju6,1997.0,1.0,thanh hoá,mmtt2017,mmt&tt,cqui,12.0,d480102,5.0,2017.0
cfdde35fxpvaibaexe+ndjhrhiaomax90i05t/k9,1999.0,1.0,kon tum,cntt2017,kttt,cqui,12.0,d480201,1.0,2017.0
e37ae98expvaibaexe+ndjhrhiaomdza9hia706h,1999.0,1.0,nam định,pmcl2017.2,cnpm,clc,12.0,d480103,1.0,2017.0
1b2ccfd7xpvaibaexe+ndjhrhiaomecvruemd++5,1999.0,1.0,quảng ngãi,cttt2017,httt,cttt,12.0,d480104,1.0,2017.0
7484d879xpvaibaexe+ndjhrhiaomytmhnm7pups,1999.0,1.0,lâm đồng,pmcl2017.1,cnpm,clc,12.0,d480103,1.0,2017.0
7362cab3xpvaibaexe+ndjhrhiaomdfxcdca2lh0,1999.0,1.0,hồ chí minh,mmcl2017,mmt&tt,clc,12.0,d480102,1.0,2017.0
11a997d7xpvaibaexe+ndjhrhiaomek63bkrnrwh,1999.0,1.0,hà tĩnh,ktpm2017,cnpm,cqui,12.0,d480103,1.0,2017.0
74a4b9e8xpvaibaexe8p7+qblh7hjs6sryewmu55,1999.0,1.0,an giang,htcl2017.1,httt,clc,12.0,d480104,1.0,2017.0
cd3e9989xpvaibaexe8p7+qblh7hjki+pvawzxyd,1999.0,1.0,an giang,tmđt2017,httt,cqui,12.0,d480104,1.0,2017.0
9577ac14xpvaibaexe8p7+qblh7hjoovbwmt5lbb,1999.0,1.0,cà mau,atcl2017,mmt&tt,clc,12.0,d480299,1.0,2017.0
b698e6b2xpvaibaexe8p7+qblh7hjgqm1scw0u/i,1999.0,1.0,tiền giang,atcl2017,mmt&tt,clc,12.0,d480299,1.0,2017.0
c08eec0cxpvaibaexe8p7+qblh7hjqgwadchmj+a,1999.0,1.0,cần thơ,htcl2017.1,httt,clc,12.0,d480104,1.0,2017.0
6613805dxpvaibaexe8p7+qblh7hjrlyet63h1s8,1999.0,1.0,hồ chí minh,pmcl2017.3,cnpm,clc,12.0,d480103,5.0,2017.0
043ece64xpvaibaexe8p7+qblh7hjqihsizhyccn,1999.0,1.0,quảng nam,htcl2017.1,httt,clc,12.0,d480104,1.0,2017.0
8291b633xpvaibaexe8p7+qblh7hjlrfu2pn3rfu,1999.0,1.0,long an,httt2017,httt,cqui,12.0,d480104,1.0,2017.0
b95f25d4xpvaibaexe8p7+qblh7hjurl4wej2hsb,1999.0,1.0,kiên giang,khcl2017.1,khmt,clc,12.0,d480101,5.0,2017.0
59a6c631xpvaibaexe8p7+qblh7hjvf8gpgwzwhy,1999.0,1.0,gia lai,ktmt2017,ktmt,cqui,12.0,d520214,5.0,2017.0
121674aaxpvaibaexe+n07p56kwx2g0ogflgphpa,1999.0,1.0,vĩnh long,pmcl2017.2,cnpm,clc,12.0,d480103,1.0,2017.0
f513daeaxpvaibaexe+n07p56kwx2lpmcfxydvz/,1999.0,1.0,ninh thuận,cntt2017,kttt,cqui,12.0,d480201,1.0,2017.0
2299cff3xpvaibaexe+n07p56kwx2glyy2fq2hym,1999.0,1.0,vĩnh long,pmcl2017.1,cnpm,clc,12.0,d480103,1.0,2017.0
6f8bb383xpvaibaexe+n07p56kwx2lc0lylqom6d,1999.0,1.0,bình định,khmt2017,khmt,cqui,12.0,d480101,1.0,2017.0
91061907xpvaibaexe+n07p56kwx2is7/sk+fjvn,1999.0,1.0,đồng nai,pmcl2017.1,cnpm,clc,12.0,d480103,5.0,2017.0
0714aafcxpvaibaexe+n07p56kwx2k5jzfi+qyfv,1999.0,1.0,bình định,cntt2017,kttt,cqui,12.0,d480201,5.0,2017.0
30a07547xpvaibaexe+n07p56kwx2o4b+boxfwzb,1999.0,1.0,bà rịa - vũng tàu,ktmt2017,ktmt,cqui,12.0,d520214,1.0,2017.0
7cfb419axpvaibaexe+n07p56kwx2mdc5tjy2bzy,1999.0,1.0,đồng tháp,ktpm2017,cnpm,cqui,12.0,d480103,1.0,2017.0
f170f0f4xpvaibaexe+n07p56kwx2mcktnv+cxxb,1999.0,1.0,hồ chí minh,httt2017,httt,cqui,12.0,d480104,1.0,2017.0
001e045bxpvaibaexe+n07p56kwx2n6eoocujba4,1999.0,1.0,nghệ an,ktpm2017,cnpm,cqui,12.0,d480103,1.0,2017.0
aa44cafaxpvaibaexe+vxrd54hule377kp8mq8zs,1999.0,1.0,quảng ngãi,khmt2017,khmt,cqui,12.0,d480101,1.0,2017.0
6f5e2292xpvaibaexe+vxrd54hule7hsans3y08w,1999.0,0.0,nghệ an,cntt2017,kttt,cqui,12.0,d480201,1.0,2017.0
4376a42bxpvaibaexe+vxrd54hule/dfogkc67g1,1999.0,1.0,hồ chí minh,mmtt2017,mmt&tt,cqui,12.0,d480102,1.0,2017.0
543426bexpvaibaexe+vxrd54hule8miomkdowrm,1999.0,1.0,đắk lắk,attt2017,mmt&tt,cqui,12.0,d480299,1.0,2017.0
937a6df0xpvaibaexe+vxrd54hule8eqd9xxqyhh,1999.0,1.0,nghệ an,attt2017,mmt&tt,cqui,12.0,d480299,1.0,2017.0
651bae3axpvaibaexe+vxrd54hule4+spvojj+ry,1999.0,1.0,thừa thiên - huế,cntt2017,kttt,cqui,12.0,d480201,1.0,2017.0
854dce91xpvaibaexe+vxrd54hulex9z17eoqrwj,1999.0,1.0,bình thuận,httt2017,httt,cqui,12.0,d480104,1.0,2017.0
fa9a928fxpvaibaexe+vxrd54hule4z76jaa4imd,1998.0,1.0,thừa thiên - huế,httt2017,httt,cqui,12.0,d480104,1.0,2017.0
23d70d65xpvaibaexe8n5o9ryaxum7akqakbji4e,1998.0,1.0,long an,mmcl2017,mmt&tt,clc,12.0,d480102,1.0,2017.0
38dfaa3axpvaibaexe8n5o9ryaxum97ariy9cfct,1999.0,1.0,lâm đồng,cttt2017,httt,cttt,12.0,d480104,5.0,2017.0
ed48a9e7xpvaibaexe8n5o9ryaxum4pxil843xxo,1999.0,1.0,lâm đồng,attt2017,mmt&tt,cqui,12.0,d480299,1.0,2017.0
2a74f88bxpvaibaexe8n5o9ryaxum/skftagmfhd,1999.0,1.0,tiền giang,khcl2017.1,khmt,clc,12.0,d480101,5.0,2017.0
2f08ec9fxpvaibaexe8n5o9ryaxum3abupqflqra,1999.0,1.0,quảng ngãi,mtcl2017.2,ktmt,clc,12.0,d520214,1.0,2017.0
ce6392c6xpvaibaexe8n5o9ryaxumwowulwjmgrv,1999.0,1.0,thái bình,pmcl2017.2,cnpm,clc,12.0,d480103,1.0,2017.0
605298bbxpvaibaexe8n5o9ryaxum+h2lm6cnnko,1999.0,1.0,hồ chí minh,atcl2017,mmt&tt,clc,12.0,d480299,1.0,2017.0
8646b3f5xpvaibaexe8n5o9ryaxum2xqqrhcbibu,1999.0,1.0,hồ chí minh,pmcl2017.3,cnpm,clc,12.0,d480103,1.0,2017.0
b16d2c6cxpvaibaexe9+m/oqf3tjz8vrbldhle/b,1999.0,1.0,kon tum,httt2017,httt,cqui,12.0,d480104,1.0,2017.0
a6cd7132xpvaibaexe9+m/oqf3tjz2yktxxv8oih,1999.0,1.0,hồ chí minh,khcl2017.1,khmt,clc,12.0,d480101,3.0,2017.0
ec7d1459xpvaibaexe9+m/oqf3tjzwv+6vgda6l6,1999.0,1.0,bà rịa - vũng tàu,pmcl2017.1,cnpm,clc,12.0,d480103,5.0,2017.0
f637a0cbxpvaibaexe9+m/oqf3tjz6dkt+ah/7cq,1999.0,1.0,đồng nai,pmcl2017.1,cnpm,clc,12.0,d480103,5.0,2017.0
1aa2b660xpvaibaexe9+m/oqf3tjz9fpkuqh72mt,1999.0,1.0,khánh hoà,ktpm2017,cnpm,cqui,12.0,d480103,1.0,2017.0
b4837441xpvaibaexe9+m/oqf3tjz8/jjsnoprlt,1999.0,1.0,bà rịa - vũng tàu,httt2017,httt,cqui,12.0,d480104,1.0,2017.0
2b2263baxpvaibaexe9+m/oqf3tjz1l76/nzm+22,1999.0,1.0,an giang,khmt2017,khmt,cqui,12.0,d480101,1.0,2017.0
6abc72f1xpvaibaexe9+m/oqf3tjz2yg54bf7drh,1999.0,1.0,thanh hoá,pmcl2017.2,cnpm,clc,12.0,d480103,1.0,2017.0
434235f5xpvaibaexe9+m/oqf3tjz1iefjywfdzg,1999.0,1.0,đắk lắk,cntt2017,kttt,cqui,12.0,d480201,1.0,2017.0
a23da9f1xpvaibaexe9+m/oqf3tjz85pfxwnpzkh,1999.0,1.0,hải dương,pmcl2017.2,cnpm,clc,12.0,d480103,1.0,2017.0
d53ca771xpvaibaexe+m4tiigwhbb6boecv0u+va,1999.0,1.0,ninh bình,ktpm2017,cnpm,cqui,12.0,d480103,5.0,2017.0
4d601bdaxpvaibaexe+m4tiigwhbb1hzk5bdlwht,1999.0,1.0,thanh hoá,attn2017,mmt&tt,kstn,12.0,d480299,1.0,2017.0
88cbf05fxpvaibaexe+m4tiigwhbb4pruspby5jo,1998.0,1.0,bình phước,tmđt2017,httt,cqui,12.0,d480104,1.0,2017.0
69d4baa3xpvaibaexe+m4tiigwhbb70jmyk7dwdj,1999.0,1.0,quảng nam,khcl2017.1,khmt,clc,12.0,d480101,3.0,2017.0
cf3a0d0cxpvaibaexe+m4tiigwhbb5yefg7iu9mc,1999.0,1.0,kon tum,httt2017,httt,cqui,12.0,d480104,1.0,2017.0
1341effdxpvaibaexe+m4tiigwhbb1seozht0eve,1999.0,0.0,sóc trăng,cntt2017,kttt,cqui,12.0,d480201,1.0,2017.0
987683c0xpvaibaexe+m4tiigwhbb0zgoiaqscxl,1999.0,1.0,hà tĩnh,attt2017,mmt&tt,cqui,12.0,d480299,1.0,2017.0
a23ca93expvaibaexe+m4tiigwhbb0yikjit7ok8,1999.0,1.0,hồ chí minh,mmtt2017,mmt&tt,cqui,12.0,d480102,1.0,2017.0
b029ba21xpvaibaexe+m4tiigwhbb+o2m0ad4afq,1999.0,1.0,bình định,pmcl2017.3,cnpm,clc,12.0,d480103,1.0,2017.0
21a6eabbxpvaibaexe+m4tiigwhbb1eigtzg5hr0,1999.0,0.0,đắk lắk,tmđt2017,httt,cqui,12.0,d480104,1.0,2017.0
320b951dxpvaibaexe8b36blncvklrdcn/awszak,1999.0,0.0,quảng ngãi,httt2017,httt,cqui,12.0,d480104,2.0,2017.0
86c0aeb2xpvaibaexe8b36blncvkltwz8zqtwbf/,1999.0,0.0,quảng nam,attn2017,mmt&tt,kstn,12.0,d480299,1.0,2017.0
8103e225xpvaibaexe8b36blncvklw5o7ywccp/a,1999.0,1.0,hồ chí minh,pmcl2017.3,cnpm,clc,12.0,d480103,1.0,2017.0
b4f05d8dxpvaibaexe8b36blncvklxvhvtsc/ozh,1997.0,1.0,đắk lắk,cntt2017,kttt,cqui,12.0,d480201,5.0,2017.0
ab38fe2axpvaibaexe8b36blncvklrggzi8lvbg3,1999.0,1.0,thừa thiên - huế,mmtt2017,mmt&tt,cqui,12.0,d480102,1.0,2017.0
1d85aa76xpvaibaexe8b36blncvkltt+trsx8xsh,1999.0,1.0,kon tum,ktmt2017,ktmt,cqui,12.0,d520214,5.0,2017.0
c3264f1fxpvaibaexe8b36blncvklb0thghw7q6q,1999.0,1.0,hồ chí minh,pmcl2017.2,cnpm,clc,12.0,d480103,1.0,2017.0
de67562fxpvaibaexe8b36blncvkledwaxezlz0d,1999.0,1.0,hồ chí minh,cttt2017,httt,cttt,12.0,d480104,1.0,2017.0
612d917cxpvaibaexe8b36blncvklegiviu311zg,1999.0,1.0,bình định,mmcl2017,mmt&tt,clc,12.0,d480102,1.0,2017.0
8c92b867xpvaibaexe/4wytnp6rtwlsf3mt4zczf,1999.0,1.0,hồ chí minh,atcl2017,mmt&tt,clc,12.0,d480299,5.0,2017.0
7a8b1a8axpvaibaexe/4wytnp6rtwn3ner+chpx8,1999.0,1.0,long an,mmtt2017,mmt&tt,cqui,12.0,d480102,1.0,2017.0
96529af5xpvaibaexe/4wytnp6rtwunt9ojnvnex,1999.0,1.0,đắk lắk,tmđt2017,httt,cqui,12.0,d480104,1.0,2017.0
f4312684xpvaibaexe/4wytnp6rtwslvybqxxfeu,1999.0,1.0,an giang,khmt2017,khmt,cqui,12.0,d480101,3.0,2017.0
f02465f1xpvaibaexe/4wytnp6rtwjqmd+2i/7zt,1999.0,1.0,quảng trị,ktpm2017,cnpm,cqui,12.0,d480103,1.0,2017.0
a3a77666xpvaibaexe/4wytnp6rtwi1hkjcntucx,1999.0,1.0,bình thuận,pmcl2017.1,cnpm,clc,12.0,d480103,1.0,2017.0
51e51137xpvaibaexe/4wytnp6rtwmbvxpbzksgh,1999.0,1.0,đồng nai,mtcl2017.2,ktmt,clc,12.0,d520214,1.0,2017.0
67d96dacxpvaibaexe/4wytnp6rtwtpijpgcaods,1999.0,0.0,thái bình,httt2017,httt,cqui,12.0,d480104,1.0,2017.0
7385ed20xpvaibaexe/4wytnp6rtwnqwbhvfb3cv,1999.0,0.0,vĩnh long,htcl2017.1,httt,clc,12.0,d480104,1.0,2017.0
e2fe8f2fxpvaibaexe/4wytnp6rtwoz60tthv/fo,1999.0,0.0,bến tre,httt2017,httt,cqui,12.0,d480104,1.0,2017.0
81dd8f95xpvaibaexe+ps8zyokgtsdyq8mhvnr6u,1998.0,1.0,bình phước,htcl2017.2,httt,clc,12.0,d480104,5.0,2017.0
e2a33f44xpvaibaexe+ps8zyokgtsavihvz9td9t,1999.0,1.0,trà vinh,htcl2017.2,httt,clc,12.0,d480104,5.0,2017.0
0463acc3xpvaibaexe+ps8zyokgtsapa8xbcuvzs,1999.0,1.0,đồng nai,pmcl2017.1,cnpm,clc,12.0,d480103,1.0,2017.0
80603101xpvaibaexe+ps8zyokgtswwsdkd2ddts,1999.0,1.0,hồ chí minh,htcl2017.1,httt,clc,12.0,d480104,1.0,2017.0
87f62987xpvaibaexe+ps8zyokgtszkfvqbmipq6,1999.0,1.0,hồ chí minh,ktpm2017,cnpm,cqui,12.0,d480103,1.0,2017.0
5d6370e0xpvaibaexe+ps8zyokgtsumfctaixb3s,1999.0,1.0,khánh hoà,cntt2017,kttt,cqui,12.0,d480201,1.0,2017.0
f5bd9ae6xpvaibaexe+ps8zyokgtsfj6ogi6vbp/,1999.0,1.0,vĩnh long,mmtt2017,mmt&tt,cqui,12.0,d480102,1.0,2017.0
af979a57xpvaibaexe+ps8zyokgtsxlxod3lu0g1,1999.0,1.0,hồ chí minh,atcl2017,mmt&tt,clc,12.0,d480299,5.0,2017.0
b0bc13d2xpvaibaexe+ps8zyokgtsz53ok69hcqb,1999.0,1.0,gia lai,pmcl2017.1,cnpm,clc,12.0,d480103,1.0,2017.0
8a60fbcbxpvaibaexe+ps8zyokgtsw7skpvxq6fd,1999.0,1.0,hồ chí minh,tmđt2017,httt,cqui,12.0,d480104,1.0,2017.0
de7fd669xpvaibaexe/igey/hml5ut9z8r6svfwh,1999.0,1.0,quảng trị,mmtt2017,mmt&tt,cqui,12.0,d480102,1.0,2017.0
be50f017xpvaibaexe/igey/hml5ulnwa7efwbsb,1999.0,1.0,quảng ngãi,cntt2017,kttt,cqui,12.0,d480201,1.0,2017.0
355e9171xpvaibaexe/igey/hml5upk2tviqsoui,1999.0,1.0,hồ chí minh,cntt2017,kttt,cqui,12.0,d480201,1.0,2017.0
509ccdaaxpvaibaexe/igey/hml5umnhiyjmyyvi,1999.0,1.0,đồng tháp,httt2017,httt,cqui,12.0,d480104,1.0,2017.0
28af632axpvaibaexe/igey/hml5uqtu+pin9zpx,1999.0,1.0,bình thuận,cntt2017,kttt,cqui,12.0,d480201,1.0,2017.0
3b2ea3b7xpvaibaexe/igey/hml5umrucsvdzvz/,1999.0,1.0,hồ chí minh,khtn2017,khmt,cntn,12.0,d480101,3.0,2017.0
e13a60b7xpvaibaexe/igey/hml5uk2whhyz1ncy,1999.0,0.0,hà nam,cntt2017,kttt,cqui,12.0,d480201,1.0,2017.0
ebfaf43fxpvaibaexe/igey/hml5usiih6gpbvgo,1999.0,0.0,hồ chí minh,htcl2017.1,httt,clc,12.0,d480104,1.0,2017.0
8b568da0xpvaibaexe/igey/hml5ul4jptkf6cgz,1999.0,1.0,đồng nai,attt2017,mmt&tt,cqui,12.0,d480299,1.0,2017.0
245799e9xpvaibaexe915nmcvixomosxjeudbwev,1999.0,0.0,hồ chí minh,tmđt2017,httt,cqui,12.0,d480104,1.0,2017.0
bf0f7abbxpvaibaexe915nmcvixomm3ldr4t2ekg,1999.0,0.0,hồ chí minh,mmtt2017,mmt&tt,cqui,12.0,d480102,1.0,2017.0
e133fbd9xpvaibaexe915nmcvixomhhiii1wbawv,1999.0,0.0,lâm đồng,httt2017,httt,cqui,12.0,d480104,1.0,2017.0
af041b0expvaibaexe915nmcvixomf4t+4qoc/vo,1999.0,1.0,lâm đồng,khmt2017,khmt,cqui,12.0,d480101,1.0,2017.0
052dd070xpvaibaexe915nmcvixomickunlcm3i6,1999.0,0.0,cà mau,mmtt2017,mmt&tt,cqui,12.0,d480102,1.0,2017.0
fee05fb9xpvaibaexe915nmcvixomfwrivjs1nyi,1999.0,1.0,đồng nai,mmtt2017,mmt&tt,cqui,12.0,d480102,1.0,2017.0
78348465xpvaibaexe915nmcvixombuhsu8mmheb,1999.0,1.0,hồ chí minh,mtcl2017.1,ktmt,clc,12.0,d520214,1.0,2017.0
15aa8239xpvaibaexe/iosun/i5gh7smedf+liq2,1999.0,1.0,tiền giang,tmđt2017,httt,cqui,12.0,d480104,1.0,2017.0
40caf9e4xpvaibaexe/iosun/i5gh+6l+u1dc+ej,1999.0,1.0,lâm đồng,httt2017,httt,cqui,12.0,d480104,1.0,2017.0
124ee34axpvaibaexe/iosun/i5gh23geykxyh8c,1999.0,1.0,hồ chí minh,pmcl2017.2,cnpm,clc,12.0,d480103,5.0,2017.0
e4bdf46fxpvaibaexe/iosun/i5gh9vtwqkm3ftu,1999.0,1.0,hồ chí minh,pmcl2017.1,cnpm,clc,12.0,d480103,1.0,2017.0
2161dc77xpvaibaexe/iosun/i5gh7bbvfgf4qv0,1999.0,1.0,hồ chí minh,pmcl2017.1,cnpm,clc,12.0,d480103,5.0,2017.0
b0c747aexpvaibaexe/iosun/i5gh/v9qxeixtvd,1999.0,1.0,cà mau,pmcl2017.1,cnpm,clc,12.0,d480103,1.0,2017.0
2a6fab56xpvaibaexe/iosun/i5gh/8jfgdvjfl9,1999.0,1.0,hồ chí minh,mmcl2017,mmt&tt,clc,12.0,d480102,1.0,2017.0
3b01e703xpvaibaexe/iosun/i5gh+gbraremwvk,1999.0,1.0,hồ chí minh,pmcl2017.1,cnpm,clc,12.0,d480103,1.0,2017.0
d2b86842xpvaibaexe/iosun/i5gh1/n8bawsvpr,1999.0,1.0,bình định,khtn2017,khmt,cntn,12.0,d480101,3.0,2017.0
b9f99d1bxpvaibaexe/iosun/i5gh7nm2kyyrrf8,1999.0,1.0,tiền giang,mmcl2017,mmt&tt,clc,12.0,d480102,1.0,2017.0
f8264bb5xpvaibaexe+a3tjfwxprouvz3kzmmowl,1997.0,1.0,hà tĩnh,ktmt2017,ktmt,cqui,12.0,d520214,1.0,2017.0
d0ae1bfcxpvaibaexe+a3tjfwxproqlzsgusfm+e,1999.0,0.0,quảng nam,httt2017,httt,cqui,12.0,d480104,1.0,2017.0
688ad0f0xpvaibaexe+a3tjfwxprolqpmwwz78oz,1998.0,1.0,quảng nam,httt2017,httt,cqui,12.0,d480104,1.0,2017.0
b6126502xpvaibaexe+a3tjfwxprotwa32heozib,1999.0,0.0,bà rịa - vũng tàu,pmcl2017.2,cnpm,clc,12.0,d480103,1.0,2017.0
7f926d52xpvaibaexe+a3tjfwxprojp89wzoxxiu,1999.0,1.0,phú yên,mtcl2017.1,ktmt,clc,12.0,d520214,1.0,2017.0
f64e5752xpvaibaexe+a3tjfwxpros2bocpvvfsi,1999.0,1.0,hồ chí minh,tmđt2017,httt,cqui,12.0,d480104,1.0,2017.0
c4cdf08dxpvaibaexe+a3tjfwxprolaug7ifmxdk,1999.0,1.0,bến tre,atcl2017,mmt&tt,clc,12.0,d480299,1.0,2017.0
e904f32cxpvaibaexe9exxmvkemoje8d/bj+kgif,1998.0,1.0,hồ chí minh,atcl2017,mmt&tt,clc,12.0,d480299,1.0,2017.0
b5bef93fxpvaibaexe9exxmvkemojqj2b0xplyqv,1999.0,1.0,thừa thiên - huế,mtcl2017.2,ktmt,clc,12.0,d520214,5.0,2017.0
f55a322axpvaibaexe9exxmvkemojruzednipos/,1999.0,1.0,hồ chí minh,ktmt2017,ktmt,cqui,12.0,d520214,1.0,2017.0
4cdf7d4axpvaibaexe9exxmvkemojdba0nx5vc13,1999.0,1.0,hồ chí minh,pmcl2017.2,cnpm,clc,12.0,d480103,1.0,2017.0
7ade97c3xpvaibaexe9exxmvkemojevtn+icxe2z,1999.0,1.0,long an,httt2017,httt,cqui,12.0,d480104,1.0,2017.0
c75ec022xpvaibaexe9exxmvkemojzd1cw/0sra0,1999.0,1.0,quảng nam,tmđt2017,httt,cqui,12.0,d480104,1.0,2017.0
2472a653xpvaibaexe9exxmvkemojbd5wbw2yqnx,1999.0,1.0,đồng nai,mtcl2017.1,ktmt,clc,12.0,d520214,5.0,2017.0
ca6c7872xpvaibaexe/baq/wvvlh/rxdmqpyzz1d,1999.0,1.0,phú yên,cntt2017,kttt,cqui,12.0,d480201,1.0,2017.0
ed0136c2xpvaibaexe/baq/wvvlh/nzl+ie9y14x,1999.0,1.0,đồng nai,cttt2017,httt,cttt,12.0,d480104,1.0,2017.0
0085722bxpvaibaexe/baq/wvvlh/v1e0jmnremc,1999.0,1.0,thanh hoá,tmđt2017,httt,cqui,12.0,d480104,1.0,2017.0
766739dbxpvaibaexe/baq/wvvlh/pjzf3djwjdx,1999.0,1.0,hồ chí minh,ktpm2017,cnpm,cqui,12.0,d480103,3.0,2017.0
07608346xpvaibaexe/baq/wvvlh/ioekqztr4v2,1999.0,0.0,tiền giang,cntt2017,kttt,cqui,12.0,d480201,1.0,2017.0
6ffc54cdxpvaibaexe/baq/wvvlh/ox7dzmqruhm,1999.0,0.0,gia lai,tmđt2017,httt,cqui,12.0,d480104,1.0,2017.0
3d11d120xpvaibaexe/baq/wvvlh/kaqcmuxtpcp,1999.0,1.0,an giang,ktmt2017,ktmt,cqui,12.0,d520214,1.0,2017.0
f4550ac6xpvaibaexe/baq/wvvlh/towepwnhgvv,1999.0,0.0,đồng tháp,mmtt2017,mmt&tt,cqui,12.0,d480102,1.0,2017.0
2d5c8179xpvaibaexe/baq/wvvlh/i84b++u9lgu,1999.0,0.0,quảng ngãi,cntt2017,kttt,cqui,12.0,d480201,1.0,2017.0
8a0efd72xpvaibaexe+l4+qemj/l9argwg6uyf2x,1999.0,0.0,hồ chí minh,mmcl2017,mmt&tt,clc,12.0,d480102,1.0,2017.0
a999581fxpvaibaexe+l4+qemj/l9fydnbewzgog,1999.0,0.0,hồ chí minh,httt2017,httt,cqui,12.0,d480104,1.0,2017.0
f06d81b0xpvaibaexe+l4+qemj/l9ujib2ok9dxa,1999.0,0.0,đắk lắk,mtcl2017.1,ktmt,clc,12.0,d520214,1.0,2017.0
0c55f744xpvaibaexe+l4+qemj/l9xg/kty2ub7m,1999.0,1.0,vĩnh long,httt2017,httt,cqui,12.0,d480104,1.0,2017.0
95a27658xpvaibaexe+l4+qemj/l9qonfj/kpse7,1999.0,1.0,hồ chí minh,mmcl2017,mmt&tt,clc,12.0,d480102,5.0,2017.0
9a7a149cxpvaibaexe+l4+qemj/l9adrt1medjeq,1999.0,1.0,cần thơ,mmtt2017,mmt&tt,cqui,12.0,d480102,1.0,2017.0
63b99375xpvaibaexe+l4+qemj/l9t/sfhr+bfr1,1999.0,1.0,tiền giang,htcl2017.1,httt,clc,12.0,d480104,1.0,2017.0
7ce35c08xpvaibaexe+l4+qemj/l9aygxcyw/1jo,1999.0,1.0,lâm đồng,mtcl2017.2,ktmt,clc,12.0,d520214,1.0,2017.0
9347378bxpvaibaexe+l4+qemj/l9fmupipqn+x5,1999.0,1.0,bình định,mtcl2017.1,ktmt,clc,12.0,d520214,1.0,2017.0
de60d948xpvaibaexe8b6jbwyl2ytivca7+xa+fx,1999.0,0.0,tây ninh,tmđt2017,httt,cqui,12.0,d480104,1.0,2017.0
d1d5d865xpvaibaexe8b6jbwyl2ytinxwmu368ct,1998.0,0.0,đắk lắk,cntt2017,kttt,cqui,12.0,d480201,1.0,2017.0
bb557cebxpvaibaexe8b6jbwyl2ytmuhmw+0cylz,1999.0,0.0,kiên giang,mmtt2017,mmt&tt,cqui,12.0,d480102,1.0,2017.0
