Label,namsinh,gioitinh,noisinh,lopsh,khoa,hedt,khoahoc,chuyennganh,dien_tt,lop12_matinh,truong_thpt,xlhv_1,xlhv_2,xlhv_3,xlhv_4,xlhv_5,xlhv_6,drl_1,drl_2,drl_3,drl_4,drl_5,drl_6,dtbhk_1,dtbhk_2,dtbhk_3,dtbhk_4,dtbhk_5,dtbhk_6,sotchk_1,sotchk_2,sotchk_3,sotchk_4,sotchk_5,sotchk_6
TreHan,1995.0,1.0,bà rịa - vũng tàu,ktpm0001,cnpm,cqui,8.0,d480103,thpt,52.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Gioi,Trung Binh,Gioi,Kha,Kha,6.34,5.74,5.03,7.54,5.9,5.79,22.0,19.0,27.0,17.0,23.0,22.0
TreHan,1995.0,1.0,bình thuận,mmtt0001,mmt&tt,cqui,8.0,d480102,thpt,47.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Kha,Kha,Trung Binh,Kha,Kha,6.17,6.41,6.5,6.3,6.76,6.92,18.0,28.0,21.0,17.0,20.0,19.0
TreHan,1995.0,1.0,cần thơ,ktpm0001,cnpm,cqui,8.0,d480103,thpt,55.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Xuat Sac,Gioi,Gioi,Gioi,Gioi,Kha,6.84,8.26,8.35,8.05,8.7,7.35,22.0,25.0,24.0,21.0,15.0,17.0
TreHan,1995.0,1.0,hồ chí minh,ktpm0001,cnpm,cqui,8.0,d480103,thpt,2.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Kha,Kha,Kha,Trung Binh,Kha,5.86,5.19,6.53,6.91,6.54,6.37,22.0,26.0,21.0,20.0,14.0,23.0
TreHan,1994.0,1.0,nam định,ktpm0001,cnpm,cqui,8.0,d480103,thpt,42.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Trung Binh,Kem,Kem,Trung Binh,4.39,4.45,3.55,2.22,4.18,6.6,22.0,22.0,21.0,23.0,12.0,30.0
TreHan,1994.0,1.0,đà nẵng,mmtt0001,mmt&tt,cqui,8.0,d480102,thpt,4.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Kha,Kha,Xuat Sac,Kha,6.34,6.72,6.63,6.53,7.92,6.14,22.0,25.0,23.0,20.0,14.0,23.0
TreHan,1995.0,1.0,đồng nai,ktmt0001,ktmt,cqui,8.0,d520214,thpt,48.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Xuat Sac,Trung Binh,Trung Binh,Kha,Xuat Sac,Gioi,6.07,4.96,5.22,6.14,7.39,6.46,22.0,26.0,25.0,28.0,15.0,18.0
TreHan,1995.0,0.0,bình định,httt0001,httt,cqui,8.0,d480104,thpt,37.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Kha,Gioi,Kha,Gioi,Gioi,7.59,7.45,7.39,6.85,6.65,7.46,22.0,21.0,23.0,22.0,24.0,26.0
DungHan,1995.0,0.0,nghệ an,antt2013,mmt&tt,cqui,8.0,d480299,thpt,29.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Xuat Sac,Xuat Sac,Gioi,Xuat Sac,Xuat Sac,6.43,7.05,7.18,7.84,7.48,7.85,22.0,19.0,24.0,17.0,16.0,17.0
TreHan,1995.0,1.0,nghệ an,mmtt0001,mmt&tt,cqui,8.0,d480299,thpt,29.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Xuat Sac,Gioi,Gioi,Xuat Sac,Kha,Gioi,7.11,6.05,7.35,7.81,7.3,8.47,18.0,21.0,22.0,19.0,22.0,17.0
TreHan,1989.0,1.0,đắk lắk,cntt0001,kttt,cqui,8.0,d480201,thpt,40.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Kha,Xuat Sac,Kha,Xuat Sac,Kha,5.3,6.88,6.24,6.2,6.7,6.69,22.0,28.0,25.0,21.0,21.0,18.0
TreHan,1993.0,1.0,bình dương,ktmt0001,ktmt,cqui,8.0,d520214,thpt,43.0,gdtx,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Trung Binh,Trung Binh,Gioi,Yeu,Trung Binh,4.11,4.02,3.86,5.19,3.74,4.14,22.0,29.0,25.0,19.0,19.0,30.0
DungHan,1995.0,1.0,bình định,ktpm2013,cnpm,cqui,8.0,d480103,thpt,37.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Gioi,Gioi,Gioi,Kha,5.86,6.92,7.22,7.38,7.56,8.25,18.0,19.0,27.0,22.0,16.0,17.0
TreHan,1995.0,1.0,quảng ngãi,khmt0001,khmt,cqui,8.0,d480101,thpt,35.0,gdtx,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Kha,Gioi,Xuat Sac,Gioi,5.45,6.3,6.61,7.3,8.08,7.68,22.0,25.0,23.0,24.0,20.0,16.0
TreHan,1995.0,1.0,đắk lắk,ktmt0001,ktmt,cqui,8.0,d520214,thpt,63.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Gioi,Gioi,Xuat Sac,Gioi,Trung Binh,5.52,3.4,5.25,5.88,4.11,6.67,22.0,21.0,23.0,24.0,23.0,23.0
DungHan,1995.0,1.0,ninh thuận,mtcl2013,ktmt,clc,8.0,d520214,thpt,45.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Xuat Sac,Gioi,Gioi,Xuat Sac,Xuat Sac,Kha,5.77,4.84,7.26,7.01,6.89,6.96,22.0,19.0,19.0,19.0,18.0,21.0
TreHan,1995.0,1.0,quảng nam,ktmt0001,ktmt,cqui,8.0,d520214,thpt,34.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Xuat Sac,Kha,Gioi,Kha,Kha,Kha,4.89,5.36,5.57,4.33,5.3,6.75,22.0,26.0,27.0,18.0,20.0,36.0
TreHan,1995.0,1.0,bình định,mmtt0001,mmt&tt,cqui,8.0,d480299,thpt,37.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Kha,Gioi,Kha,Trung Binh,6.57,6.4,6.94,7.83,8.25,7.8,22.0,21.0,26.0,23.0,16.0,9.0
TreHan,1995.0,1.0,vĩnh phúc,httt0001,httt,cqui,8.0,d480104,thpt,36.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Kha,Xuat Sac,Kha,Kha,Kha,2.42,2.76,6.15,5.0,4.51,5.0,18.0,19.0,13.0,19.0,26.0,35.0
TreHan,1995.0,1.0,long an,ktpm0001,cnpm,cqui,8.0,d480103,thpt,49.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Xuat Sac,Kha,Gioi,Kha,Kha,Kha,5.68,6.04,6.57,6.31,6.85,6.2,22.0,27.0,19.0,23.0,15.0,26.0
DungHan,1995.0,1.0,quảng ngãi,ktpm2013,cnpm,cqui,8.0,d480103,thpt,2.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Xuat Sac,Xuat Sac,Kha,Gioi,Gioi,Gioi,6.98,5.84,7.07,7.27,6.72,6.58,22.0,19.0,22.0,18.0,13.0,20.0
TreHan,1995.0,1.0,tây ninh,cntt2013,kttt,cqui,8.0,d480201,thpt,46.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Kha,Kha,Trung Binh,Kha,Kha,6.16,3.56,6.09,6.08,6.22,6.16,22.0,18.0,22.0,25.0,19.0,23.0
DungHan,1994.0,1.0,phú yên,antn2013,mmt&tt,kstn,8.0,d480299,thpt,39.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Xuat Sac,Xuat Sac,Gioi,Xuat Sac,Kha,Gioi,7.82,7.66,7.75,8.33,7.94,8.25,22.0,19.0,24.0,18.0,18.0,17.0
TreHan,1995.0,1.0,lâm đồng,mmtt0001,mmt&tt,cqui,8.0,d480299,thpt,42.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Kha,Gioi,Kha,Kha,6.23,6.8,5.86,7.4,7.53,5.75,22.0,25.0,21.0,20.0,14.0,13.0
TreHan,1994.0,1.0,đà nẵng,khmt0001,khmt,cqui,8.0,d480101,thpt,4.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Trung Binh,Trung Binh,Yeu,Kem,6.92,6.93,4.79,6.56,6.69,6.38,18.0,22.0,26.0,21.0,22.0,18.0
DungHan,1995.0,1.0,hồ chí minh,ktpm2013,cnpm,cqui,8.0,d480103,thpt,2.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Kha,Gioi,Gioi,Kha,Trung Binh,7.05,6.79,7.0,7.59,8.7,7.12,22.0,19.0,29.0,18.0,15.0,17.0
TreHan,1995.0,1.0,quảng ngãi,mmtt0001,mmt&tt,cqui,8.0,d480102,thpt,35.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Gioi,Kha,Xuat Sac,Xuat Sac,Gioi,6.5,7.13,7.25,7.89,7.46,7.9,22.0,23.0,24.0,18.0,18.0,15.0
TreHan,1995.0,1.0,gia lai,ktpm0001,cnpm,cqui,8.0,d480103,thpt,38.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Gioi,Kha,Gioi,Kha,Kha,5.36,4.97,6.24,7.37,6.31,6.58,22.0,17.0,27.0,36.0,18.0,21.0
TreHan,1995.0,1.0,bình định,khmt0001,khmt,cqui,8.0,d480101,thpt,37.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Trung Binh,Gioi,Trung Binh,Kem,Kem,5.14,4.08,6.52,4.95,2.58,3.63,22.0,19.0,23.0,25.0,17.0,16.0
TreHan,1993.0,1.0,bình định,httt0001,httt,cqui,8.0,d480104,thpt,37.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Kha,Kha,Kha,Trung Binh,5.81,4.76,6.9,6.59,6.96,6.29,18.0,25.0,26.0,23.0,25.0,18.0
DungHan,1995.0,1.0,bình thuận,mmtt2013,mmt&tt,cqui,8.0,d480102,thpt,47.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Xuat Sac,Kha,Gioi,Kha,Gioi,Kha,6.43,5.87,7.84,7.75,7.99,7.23,22.0,29.0,19.0,15.0,16.0,15.0
TreHan,1995.0,1.0,đắk lắk,ktpm0001,cnpm,cqui,8.0,d480103,thpt,40.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Xuat Sac,Gioi,Kha,Kha,Kem,Trung Binh,4.8,2.73,4.72,4.65,4.89,5.31,22.0,22.0,18.0,21.0,29.0,21.0
TreHan,1995.0,1.0,quảng ngãi,mmtt2013,mmt&tt,cqui,8.0,d480102,thpt,48.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Trung Binh,Trung Binh,Trung Binh,Yeu,Yeu,4.94,4.0,4.22,2.93,6.35,1.66,18.0,22.0,18.0,25.0,23.0,24.0
TreHan,1994.0,1.0,bà rịa - vũng tàu,ktmt0001,ktmt,cqui,8.0,d520214,thpt,43.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Xuat Sac,Xuat Sac,Xuat Sac,Xuat Sac,Xuat Sac,Kha,6.27,6.22,7.32,6.57,5.53,4.73,22.0,25.0,22.0,18.0,16.0,16.0
DungHan,1995.0,1.0,bình định,ktpm2013,cnpm,cqui,8.0,d480103,thpt,37.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Xuat Sac,Xuat Sac,Xuat Sac,Gioi,Xuat Sac,Gioi,7.11,8.14,7.36,7.07,7.19,7.41,22.0,22.0,21.0,15.0,15.0,15.0
TreHan,1995.0,1.0,đồng nai,cntt0001,kttt,cqui,8.0,d480201,thpt,2.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Trung Binh,Trung Binh,Kem,Kem,5.52,5.25,3.95,4.05,4.26,2.78,22.0,28.0,19.0,30.0,20.0,29.0
TreHan,1994.0,1.0,bình định,mmtt0001,mmt&tt,cqui,8.0,d480102,thpt,37.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Trung Binh,Kha,Trung Binh,Kha,Trung Binh,4.72,3.83,5.08,5.72,5.6,5.31,18.0,18.0,25.0,30.0,21.0,20.0
DungHan,1995.0,1.0,gia lai,tmđt2013,httt,cqui,8.0,d480104,thpt,38.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Gioi,Kha,Kha,Kha,Gioi,7.3,7.23,6.21,5.68,7.5,8.36,22.0,20.0,21.0,17.0,27.0,25.0
TreHan,1992.0,1.0,nghệ an,mmtt0001,mmt&tt,cqui,8.0,d480102,thpt,52.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Trung Binh,Kem,Kem,Trung Binh,Trung Binh,3.17,2.52,4.41,3.43,4.14,5.89,18.0,24.0,16.0,22.0,24.0,32.0
TreHan,1995.0,0.0,quảng ngãi,mmtt0001,mmt&tt,cqui,8.0,d480102,thpt,35.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Kha,Gioi,Kha,Xuat Sac,Kha,6.75,5.68,6.66,7.05,6.11,5.77,22.0,25.0,22.0,22.0,14.0,17.0
DungHan,1995.0,0.0,hồ chí minh,khtn2013,khmt,cntn,8.0,d480101,thpt,2.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Gioi,Kha,Gioi,Xuat Sac,Gioi,7.16,8.02,8.23,8.64,8.78,9.63,22.0,22.0,20.0,18.0,22.0,16.0
DungHan,1995.0,0.0,hồ chí minh,httt2013,httt,cqui,8.0,d480104,thpt,2.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Xuat Sac,Gioi,Gioi,Kha,Kem,Kem,6.07,7.9,7.08,6.55,7.25,7.21,22.0,20.0,19.0,21.0,26.0,19.0
DungHan,1995.0,0.0,hồ chí minh,cntt2013,kttt,cqui,8.0,d480201,thpt,2.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Xuat Sac,Xuat Sac,Kha,Kha,Kha,Kha,5.59,6.48,6.3,7.06,7.34,7.53,22.0,30.0,23.0,29.0,15.0,15.0
TreHan,1994.0,1.0,đắk lắk,ktmt0001,ktmt,cqui,8.0,d520214,thpt,40.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Xuat Sac,Xuat Sac,Xuat Sac,Gioi,5.89,5.24,6.96,6.78,7.25,6.22,22.0,21.0,23.0,22.0,15.0,23.0
DungHan,1995.0,0.0,cà mau,tmđt2013,httt,cqui,8.0,d480104,thpt,61.0,thpt,0.0,0.0,0.0,0.0,0.0,0.0,Xuat Sac,Kha,Gioi,Kha,Xuat Sac,Gioi,7.0,6.89,7.75,7.63,7.14,7.9,22.0,26.0,20.0,19.0,27.0,22.0
DungHan,1996.0,1.0,hồ chí minh,khtn2014,khmt,cntn,9.0,d480101,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Gioi,Xuat Sac,Gioi,Kha,Gioi,8.44,8.74,8.12,7.41,7.74,8.76,17.0,23.0,19.0,22.0,19.0,20.0
TreHan,1995.0,1.0,lâm đồng,mmtt0001,mmt&tt,cqui,9.0,d480299,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Kha,Yeu,Kha,Kha,Kha,3.79,5.32,5.37,5.96,6.82,7.35,17.0,21.0,25.0,30.0,18.0,21.0
DungHan,1996.0,1.0,quảng bình,httt2014,httt,cqui,9.0,d480104,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Gioi,Xuat Sac,Gioi,Kha,Kha,6.29,5.78,8.73,6.9,6.98,7.89,17.0,24.0,21.0,22.0,16.0,22.0
TreHan,1996.0,1.0,bình thuận,httt0001,httt,cqui,9.0,d480104,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Xuat Sac,Xuat Sac,Xuat Sac,Kha,Kha,Kha,7.5,7.2,7.03,6.14,7.2,7.5,13.0,24.0,24.0,19.0,20.0,24.0
TreHan,1996.0,1.0,an giang,httt0001,httt,cqui,9.0,d480104,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Gioi,Xuat Sac,Kha,Kha,Kha,7.24,7.0,7.02,6.92,7.63,7.36,17.0,26.0,19.0,18.0,16.0,19.0
DungHan,1996.0,0.0,hồ chí minh,ktpm2014,cnpm,cqui,9.0,d480103,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Gioi,Kha,Trung Binh,Kha,8.32,8.7,8.41,8.61,8.32,7.82,17.0,19.0,24.0,17.0,16.0,19.0
TreHan,1995.0,1.0,hồ chí minh,ktmt0001,ktmt,cqui,9.0,d520214,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Xuat Sac,Gioi,Gioi,Gioi,Kha,Gioi,7.88,6.92,8.3,8.22,7.95,8.7,13.0,22.0,23.0,20.0,17.0,16.0
TreHan,1995.0,1.0,hồ chí minh,ktpm0001,cnpm,cqui,9.0,d480103,tt,0.0,khác,0.0,0.0,0.0,0.0,0.0,1.0,Gioi,Gioi,Trung Binh,Gioi,Kha,Yeu,5.77,4.23,4.93,5.51,2.97,3.82,13.0,24.0,13.0,19.0,21.0,18.0
TreHan,1996.0,1.0,đồng nai,httt0001,httt,cttt,9.0,d480104,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Gioi,Kha,Kha,Trung Binh,Gioi,6.34,6.65,5.72,8.15,8.71,8.15,19.0,13.0,16.0,26.0,16.0,15.0
TreHan,1996.0,1.0,hồ chí minh,ktpm0001,cnpm,clc,9.0,d480103,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Trung Binh,Kha,Kem,Kem,Yeu,6.35,3.4,5.98,5.44,5.56,5.77,24.0,24.0,18.0,25.0,18.0,19.0
TreHan,1996.0,1.0,hồ chí minh,httt0001,httt,cqui,9.0,d480104,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Trung Binh,Kha,Trung Binh,Trung Binh,Kha,7.65,5.93,7.52,6.64,6.62,6.28,17.0,21.0,20.0,25.0,14.0,18.0
DungHan,1996.0,1.0,khánh hoà,ktmt2014,ktmt,cqui,9.0,d520214,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Kha,Kha,Trung Binh,Kha,7.65,6.71,7.72,7.92,7.15,7.5,17.0,21.0,22.0,15.0,18.0,16.0
DungHan,1996.0,0.0,hồ chí minh,ktpm2014,cnpm,cqui,9.0,d480103,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Gioi,Xuat Sac,Gioi,Kha,Gioi,9.03,8.89,8.4,8.55,7.77,8.35,17.0,19.0,23.0,22.0,16.0,15.0
TreHan,1996.0,1.0,hà nội,cntt0001,kttt,cqui,9.0,d480201,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Xuat Sac,Kha,Kha,Kha,Gioi,5.29,6.64,7.14,7.27,7.6,7.38,17.0,24.0,22.0,18.0,16.0,18.0
TreHan,1995.0,1.0,khánh hoà,mmtt0001,mmt&tt,cqui,9.0,d480102,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Trung Binh,Xuat Sac,Kha,Trung Binh,Trung Binh,6.85,6.79,7.44,6.96,7.38,7.42,17.0,25.0,22.0,21.0,19.0,20.0
TreHan,1996.0,1.0,đồng nai,httt0001,httt,cqui,9.0,d480104,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Xuat Sac,Trung Binh,Trung Binh,Kha,Trung Binh,6.53,6.5,6.43,5.83,7.19,6.58,17.0,23.0,23.0,27.0,26.0,32.0
DungHan,1996.0,1.0,đồng tháp,httt2014,httt,cqui,9.0,d480104,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Kha,Gioi,Gioi,Kha,Gioi,7.32,7.91,8.47,7.38,7.95,8.52,17.0,23.0,25.0,21.0,16.0,19.0
DungHan,1996.0,1.0,gia lai,ktpm2014,cnpm,cqui,9.0,d480103,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Kha,Gioi,Trung Binh,Trung Binh,Kha,8.03,7.13,7.45,7.35,5.91,6.35,17.0,24.0,22.0,19.0,14.0,15.0
DungHan,1996.0,1.0,tây ninh,httt2014,httt,cqui,9.0,d480104,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Gioi,Xuat Sac,Kha,Kha,Kha,7.91,7.98,7.74,7.67,8.22,7.42,17.0,19.0,26.0,20.0,18.0,18.0
TreHan,1996.0,1.0,đắk nông,khmt0001,khmt,cqui,9.0,d480101,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Kha,Gioi,Kha,Trung Binh,Kha,6.15,5.99,6.73,6.16,6.52,5.87,13.0,22.0,25.0,23.0,18.0,25.0
TreHan,1995.0,1.0,quảng nam,mmtt2014,mmt&tt,cqui,9.0,d480102,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Yeu,Trung Binh,Trung Binh,Yeu,Yeu,4.0,4.47,3.93,4.96,4.95,2.62,13.0,23.0,22.0,28.0,20.0,21.0
TreHan,1996.0,1.0,hồ chí minh,httt0001,httt,cqui,9.0,d480104,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Xuat Sac,Xuat Sac,Trung Binh,Kha,6.74,5.91,8.2,7.57,7.33,6.8,17.0,15.0,25.0,21.0,15.0,16.0
TreHan,1996.0,1.0,kiên giang,ktpm0001,cnpm,cqui,9.0,d480103,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Yeu,Trung Binh,Trung Binh,Yeu,7.21,6.95,6.72,7.17,5.09,6.92,17.0,30.0,25.0,15.0,15.0,19.0
TreHan,1996.0,1.0,quảng ngãi,ktmt2014,ktmt,cqui,9.0,d520214,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,1.0,Kha,Gioi,Xuat Sac,Kha,Kem,Kem,7.12,6.48,7.43,7.03,0.81,1.04,17.0,21.0,25.0,23.0,14.0,10.0
DungHan,1996.0,1.0,tây ninh,antt2014,mmt&tt,cqui,9.0,d480299,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Xuat Sac,Kha,Trung Binh,Kha,6.59,6.7,7.19,6.89,6.11,7.94,17.0,26.0,26.0,21.0,14.0,17.0
TreHan,1996.0,1.0,đắk lắk,ktmt2014,ktmt,cqui,9.0,d520214,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Yeu,Kem,Kem,Yeu,Kem,3.5,1.78,2.17,5.36,3.53,0.61,13.0,17.0,24.0,20.0,18.0,17.0
TreHan,1996.0,1.0,lâm đồng,cntt0001,kttt,cqui,9.0,d480201,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Trung Binh,Trung Binh,Kha,Trung Binh,4.35,3.86,5.62,4.07,6.69,5.46,17.0,27.0,19.0,28.0,21.0,23.0
TreHan,1996.0,1.0,đồng nai,ktpm0001,cnpm,cqui,9.0,d480103,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Trung Binh,Kem,Yeu,Kem,Yeu,5.24,2.9,6.26,4.78,3.23,4.33,17.0,23.0,20.0,23.0,17.0,18.0
DungHan,1996.0,1.0,khánh hoà,khtn2014,khmt,cntn,9.0,d480101,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Kha,Gioi,Gioi,Trung Binh,Gioi,8.44,7.66,8.14,9.08,8.7,9.13,24.0,21.0,22.0,17.0,20.0,16.0
DungHan,1996.0,1.0,hồ chí minh,antt2014,mmt&tt,cqui,9.0,d480299,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Kha,Gioi,Kha,Trung Binh,Kha,7.44,6.95,7.85,8.25,7.29,8.16,17.0,27.0,20.0,17.0,16.0,17.0
TreHan,1996.0,1.0,lâm đồng,httt0001,httt,cqui,9.0,d480104,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Gioi,Gioi,Trung Binh,Kha,6.76,6.27,7.22,7.33,6.93,7.3,17.0,19.0,23.0,18.0,21.0,21.0
TreHan,1996.0,1.0,bình dương,mmtt0001,mmt&tt,cqui,9.0,d480102,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Xuat Sac,Xuat Sac,Xuat Sac,Gioi,Kha,Xuat Sac,5.88,6.18,6.82,7.7,7.56,8.01,13.0,24.0,24.0,20.0,16.0,23.0
DungHan,1996.0,1.0,lâm đồng,antn2014,mmt&tt,kstn,9.0,d480299,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Gioi,Xuat Sac,Gioi,Gioi,Gioi,8.82,7.66,8.14,7.69,8.11,8.59,17.0,24.0,24.0,22.0,14.0,19.0
DungHan,1996.0,1.0,lâm đồng,antt2014,mmt&tt,cqui,9.0,d480299,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Xuat Sac,Xuat Sac,Kha,Gioi,Gioi,7.54,8.11,7.55,7.91,8.64,8.79,24.0,23.0,21.0,19.0,14.0,19.0
TreHan,1996.0,1.0,long an,khmt2014,khmt,cqui,9.0,d480101,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Trung Binh,Trung Binh,Trung Binh,Yeu,Yeu,2.56,5.11,4.59,4.31,3.56,0.65,17.0,29.0,23.0,30.0,25.0,16.0
DungHan,1996.0,1.0,quảng ngãi,mtcl2014,ktmt,clc,9.0,d520214,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Gioi,Kha,Kha,Gioi,Gioi,7.6,7.41,7.53,8.06,8.83,8.2,24.0,21.0,24.0,16.0,16.0,15.0
TreHan,1995.0,1.0,hồ chí minh,ktmt0001,ktmt,cqui,9.0,d520214,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Trung Binh,Trung Binh,Trung Binh,Trung Binh,Trung Binh,4.74,4.7,6.0,6.67,6.65,5.96,17.0,24.0,24.0,23.0,19.0,19.0
TreHan,1996.0,1.0,hồ chí minh,httt2014,httt,cqui,9.0,d480104,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Trung Binh,Gioi,Yeu,Yeu,Kem,6.26,4.02,7.56,6.41,5.11,5.63,17.0,18.0,25.0,22.0,17.0,16.0
TreHan,1996.0,1.0,hồ chí minh,khmt0001,khmt,cqui,9.0,d480101,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Trung Binh,Kem,Kha,Yeu,Trung Binh,5.94,5.67,4.89,5.9,6.55,5.91,17.0,22.0,16.0,25.0,22.0,27.0
DungHan,1996.0,1.0,hồ chí minh,antn2014,mmt&tt,kstn,9.0,d480299,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Xuat Sac,Xuat Sac,Xuat Sac,Kha,Kha,Kha,8.46,8.18,8.54,9.03,8.56,8.64,24.0,21.0,19.0,19.0,14.0,19.0
TreHan,1996.0,1.0,bạc liêu,httt0001,httt,cqui,9.0,d480104,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Xuat Sac,Xuat Sac,Gioi,Gioi,6.96,6.1,6.59,6.6,6.16,5.81,13.0,21.0,25.0,23.0,22.0,15.0
