mssv,dien_tt,lop12_matinh,truong_thpt
a438e310xpvaibaexe8vekuw4elehh5jz8xkd+ce,thpt,52.0,thpt
08bca73bxpvaibaexe8vekuw4elehgghny+jjnac,thpt,38.0,thpt
fa58d615xpvaibaexe8vekuw4elehntjfpts9z5b,thpt,35.0,gdtx
c57e7f21xpvaibaexe8vekuw4elehuwmmx7vpi8o,thpt,37.0,thpt
2441a7c2xpvaibaexe8vekuw4elehn5inkxockf2,thpt,35.0,thpt
35f93ffdxpvaibaexe8vekuw4elehgt/a68316w4,thpt,38.0,thpt
2c352cf8xpvaibaexe/lh6v1xxtkjd0eyi88h1ic,thpt,34.0,thpt
280c7ea5xpvaibaexe/lh6v1xxtkjqpup8q5f4wx,thpt,49.0,thpt
589a68cfxpvaibaexe/lh6v1xxtkjfulqjqqhbfu,thpt,43.0,thpt
30f6c945xpvaibaexe/lh6v1xxtkjvd20kccxwaq,thpt,2.0,thpt
1feca093xpvaibaexe/lh6v1xxtkjdfji/k7qsbq,thpt,2.0,thpt
2420ed57xpvaibaexe/lh6v1xxtkja6jlfrupklm,thpt,2.0,thpt
1369cc1cxpvaibaexe/lh6v1xxtkjbwci0v6qdc2,thpt,44.0,thpt
a1be3e99xpvaibaexe/lh6v1xxtkjbwwcn952swn,thpt,2.0,thpt
ae2c4867xpvaibaexe/lh6v1xxtkjdykiejxsiho,thpt,24.0,thpt
6a867095xpvaibaexe/lh6v1xxtkjcum1sd4phve,thpt,45.0,thpt
a98aef88xpvaibaexe+9gfx9awrorieyel1r5beu,thpt,42.0,thpt
3b334337xpvaibaexe+9gfx9awrorphzn84kn1g3,thpt,40.0,thpt
1ec3bc0cxpvaibaexe+9gfx9awrorlotor3gi/sx,thpt,41.0,thpt
86251376xpvaibaexe+9gfx9awrorib/av3vncgb,thpt,48.0,chuyên
5fdef832xpvaibaexe+9gfx9awrori6dojkzvzh+,thpt,46.0,gdtx
ddc68e16xpvaibaexe+9gfx9awrorbh+f6djt3hh,thpt,46.0,thpt
12bd5a01xpvaibaexe+9gfx9awrorajrjb9cgwii,thpt,33.0,thpt
57c7c955xpvaibaexe+9gfx9awrorjfzpb5xmzka,thpt,2.0,thpt
cfc99863xpvaibaexe+9gfx9awrorcvdw61ievzx,thpt,4.0,thpt
c580dbb4xpvaibaexe+/ekvxk98kbcy+rl3c2lzc,thpt,30.0,thpt
a23c1291xpvaibaexe+/ekvxk98kbb+vmyyy03py,thpt,48.0,thpt
b895244cxpvaibaexe+/ekvxk98kbb4zxfewdxq3,thpt,33.0,thpt
f39354efxpvaibaexe+/ekvxk98kbwxgswf1tfgi,thpt,40.0,thpt
72c3c3a0xpvaibaexe+/ekvxk98kbxqcwclyl444,thpt,2.0,thpt
a2233613xpvaibaexe+/ekvxk98kbs5ipe6z9qpe,thpt,40.0,thpt
cf209e4fxpvaibaexe+/ekvxk98kbblh+jmugkhh,thpt,37.0,thpt
25af24e3xpvaibaexe+/ekvxk98kbwsdx1ochstz,thpt,35.0,gdtx
64f6b4d8xpvaibaexe+/ekvxk98kbcfighn+0lkj,thpt,61.0,thpt
4a04a81cxpvaibaexe9jdlha4z2ghd8uogvrverq,thpt,2.0,thpt
291a2f59xpvaibaexe9jdlha4z2ghni7amxroxt7,thpt,2.0,thpt
f498e5fexpvaibaexe9jdlha4z2ghbzxhsr8pr1r,thpt,48.0,thpt
be375baaxpvaibaexe9jdlha4z2ghj3/pvstcxr2,thpt,2.0,thpt
329b4dbfxpvaibaexe9jdlha4z2ghekrdkz3k2n4,thpt,2.0,thpt
c63071c5xpvaibaexe9jdlha4z2ghbvva1gnfpuj,thpt,38.0,thpt
57203f91xpvaibaexe9jdlha4z2ghfhvj5vtrj7d,thpt,49.0,thpt
d42204faxpvaibaexe9jdlha4z2ghkwe3jwl7+ut,thpt,56.0,thpt
0113b184xpvaibaexe+tfgedwynnvzzmdvygpoeh,thpt,40.0,thpt
f9e9630bxpvaibaexe+tfgedwynnvbm0yd8wu+qt,thpt,36.0,chuyên
29430069xpvaibaexe+tfgedwynnvuaz/itejr3k,thpt,37.0,thpt
007c275dxpvaibaexe+tfgedwynnveoomoyeyzf6,thpt,2.0,thpt
ea3ad08bxpvaibaexe+tfgedwynnvupq6k65n1ls,thpt,35.0,thpt
2c379b39xpvaibaexe+tfgedwynnvsctblvukxpt,thpt,41.0,thpt
d63a2d2cxpvaibaexe+tfgedwynnvsfhjhorvtcf,thpt,37.0,thpt
861c639fxpvaibaexe+tfgedwynnvaxz22c6n1hy,thpt,2.0,chuyên
e92c604fxpvaibaexe+tfgedwynnvuq2ahxw4uwh,thpt,48.0,thpt
9d61c40expvaibaexe+tfgedwynnvtf7bjna2l5v,thpt,2.0,thpt
1818b089xpvaibaexe8s1xx8dwm0qokaqzoivisb,thpt,47.0,thpt
074d8586xpvaibaexe8s1xx8dwm0qvmydwkqi9z8,thpt,58.0,thpt
45674dccxpvaibaexe8s1xx8dwm0qiq9m9msgcc6,thpt,2.0,thpt
9a1233bexpvaibaexe8s1xx8dwm0qqi6+gsmgfzk,thpt,57.0,thpt
da2b43cdxpvaibaexe8s1xx8dwm0qrclpfmwg+uv,thpt,3.0,thpt
b07b894bxpvaibaexe8s1xx8dwm0quj3pkfhhyhd,thpt,35.0,gdtx
a1fd63b1xpvaibaexe8s1xx8dwm0qunol2/gjkw1,thpt,54.0,chuyên
efa92570xpvaibaexe8s1xx8dwm0qh0whqapbjbq,thpt,2.0,thpt
b75b1276xpvaibaexe8s1xx8dwm0qgwhpxoezbeb,thpt,2.0,thpt
8e49f159xpvaibaexe/ykn5ysyyl7hv6xlbu67/v,thpt,48.0,thpt
faf32539xpvaibaexe/ykn5ysyyl7frl7g1sqgry,thpt,63.0,thpt
a9999220xpvaibaexe/ykn5ysyyl7kvgzinl3pue,thpt,2.0,thpt
20137a69xpvaibaexe/ykn5ysyyl7or5uzoy1bph,thpt,35.0,gdtx
b2816b7bxpvaibaexe/ykn5ysyyl7ms3vlfpnru+,thpt,29.0,thpt
3e0d6147xpvaibaexe/ykn5ysyyl7h1dbphtpzoc,thpt,28.0,khác
01cd0fe9xpvaibaexe/ykn5ysyyl7c/lvirfhl6k,thpt,41.0,chuyên
2eb0db7dxpvaibaexe/ykn5ysyyl7ouyfbhvghqt,thpt,2.0,thpt
ab4d8f99xpvaibaexe/ykn5ysyyl7ejerjajk5l+,thpt,49.0,thpt
ca877136xpvaibaexe8ydgsbcmjqa45mdxmtwxgh,thpt,40.0,thpt
a6066fb1xpvaibaexe8ydgsbcmjqawclop/9aodk,thpt,39.0,thpt
c1bb7059xpvaibaexe8ydgsbcmjqa7/xeotxcjt3,thpt,29.0,thpt
b03c3105xpvaibaexe8ydgsbcmjqa9xgwyzibyql,thpt,29.0,thpt
9a84bbe7xpvaibaexe8ydgsbcmjqa6hvcbpa5sda,thpt,40.0,thpt
18de832cxpvaibaexe8ydgsbcmjqa68idjt23bz1,thpt,2.0,thpt
09d81761xpvaibaexe8ydgsbcmjqa/3yay3pxzop,thpt,48.0,thpt
9d53300dxpvaibaexe8ydgsbcmjqa2j6bqsrs7xs,thpt,53.0,thpt
48fc82a9xpvaibaexe/zhdidegqctpngd2seaeic,thpt,2.0,thpt
be78dae0xpvaibaexe/zhdidegqctousgjsnns/s,thpt,2.0,thpt
e670c383xpvaibaexe/zhdidegqctilqaraqk+wv,thpt,58.0,thpt
7c10ac8fxpvaibaexe/zhdidegqcttat2i2tddln,thpt,34.0,thpt
54be00a9xpvaibaexe/zhdidegqctolkoahgtip9,thpt,39.0,thpt
f3be1521xpvaibaexe/zhdidegqctql+r9xhexiq,thpt,33.0,thpt
fe47542bxpvaibaexe/zhdidegqctsubpstlconh,thpt,37.0,thpt
7c8d22ebxpvaibaexe/zhdidegqctmo2ddaannf3,thpt,40.0,thpt
bc4d7362xpvaibaexe/zhdidegqcttuojqwtyjvx,thpt,53.0,thpt
7888971axpvaibaexe9fiasoce50dakq2mqwekvh,thpt,35.0,gdtx
514fd131xpvaibaexe9fiasoce50do+lfazinhdy,thpt,34.0,thpt
85100785xpvaibaexe9fiasoce50do/iakolpo0o,thpt,39.0,thpt
313a0c3expvaibaexe9fiasoce50dk2qcrsedi/o,thpt,42.0,thpt
07ae5c96xpvaibaexe9fiasoce50dnjrow8ku1h9,thpt,48.0,thpt
b5985aa6xpvaibaexe9fiasoce50dca1cwsmxnua,thpt,40.0,thpt
11366e6axpvaibaexe9fiasoce50dp/aqdawx2sk,thpt,43.0,gdtx
e5486db1xpvaibaexe9fiasoce50df0tf/essmjm,thpt,44.0,thpt
de1c24a0xpvaibaexe8wd3qnvg2b/zhfx1sm89m4,thpt,2.0,thpt
8270e1a1xpvaibaexe8wd3qnvg2b/bk87zihfke3,thpt,2.0,thpt
4d1054a2xpvaibaexe8wd3qnvg2b/av/yyzs56/d,thpt,30.0,thpt
8be31df9xpvaibaexe8wd3qnvg2b/cokjn6hzn9r,thpt,40.0,thpt
3669079dxpvaibaexe8wd3qnvg2b/xo6z5vgibam,thpt,52.0,thpt
dec271bcxpvaibaexe8wd3qnvg2b/xsmishc1tc+,thpt,52.0,thpt
6f056d09xpvaibaexe8wd3qnvg2b/t+8k+bg8w0+,thpt,37.0,thpt
646e04cfxpvaibaexe8wd3qnvg2b/wkynpmg9hco,thpt,34.0,thpt
72e11cdfxpvaibaexe/uh+ehskmsjrsxxlwsvjlu,thpt,48.0,thpt
f8f31d23xpvaibaexe/uh+ehskmsjerjiy7xbtl6,thpt,2.0,khác
6b09280bxpvaibaexe/uh+ehskmsjbirdfrd3vpi,thpt,48.0,thpt
19fcf965xpvaibaexe/uh+ehskmsjs7xqgfrcn58,thpt,48.0,thpt
bb1a9ef5xpvaibaexe/uh+ehskmsjqysgck5fhrj,thpt,48.0,thpt
4532d5b1xpvaibaexe/uh+ehskmsjww5yhwi0u5p,thpt,42.0,thpt
a51d3e41xpvaibaexe/uh+ehskmsjcnvclj+jkao,thpt,44.0,thpt
6d4e58b0xpvaibaexe/uh+ehskmsjzvcnpxnoa+g,thpt,43.0,thpt
21e9c326xpvaibaexe/uh+ehskmsjbvan71flxmc,thpt,41.0,thpt
4519669fxpvaibaexe/uh+ehskmsjbkx7ngvlc1q,thpt,2.0,thpt
8fcb6801xpvaibaexe+suupvsau/o7xjtk59mvnf,thpt,30.0,thpt
de4fb5edxpvaibaexe+suupvsau/o6wqrbxtr/gb,thpt,53.0,thpt
191ff8fbxpvaibaexe+suupvsau/oyndijn7o2q7,thpt,35.0,thpt
dc3809c1xpvaibaexe+suupvsau/oxffadj7qiwv,thpt,46.0,thpt
1fd78e1axpvaibaexe+suupvsau/ow72fke6z3mz,thpt,47.0,thpt
f203bbc3xpvaibaexe+suupvsau/o/+zl0cv+o+k,thpt,35.0,gdtx
e2132617xpvaibaexe+suupvsau/o3rskmykrb0i,thpt,54.0,thpt
a02d332expvaibaexe+suupvsau/o2imqkml5uy5,thpt,39.0,thpt
b9080b55xpvaibaexe+suupvsau/o8tqjy01eqyx,thpt,37.0,thpt
00bce333xpvaibaexe9upvu5dvuc9h+k5waa2xcn,thpt,60.0,thpt
5fdf1690xpvaibaexe9upvu5dvuc9qbgp7u5a1u3,thpt,31.0,thpt
711fa2afxpvaibaexe9upvu5dvuc9kwcjjs/go5v,thpt,38.0,thpt
f0f2f362xpvaibaexe9upvu5dvuc9vpgmw+2yswe,thpt,2.0,thpt
96967470xpvaibaexe9upvu5dvuc9vy0bll+ov+g,thpt,34.0,thpt
89b3fc1fxpvaibaexe9upvu5dvuc9qume8nu+pab,thpt,51.0,thpt
36bc8a31xpvaibaexe9upvu5dvuc9htmusg2h0wc,thpt,46.0,gdtx
aa033fc4xpvaibaexe9upvu5dvuc9i0prnw+7l6w,thpt,49.0,thpt
e8640346xpvaibaexe9upvu5dvuc9ra/e48ubedi,thpt,2.0,thpt
7537f548xpvaibaexe9upvu5dvuc9p8ojugmk9rc,thpt,37.0,thpt
2d49ac3cxpvaibaexe8cym7b6gx+tjct0zgg9nlj,thpt,49.0,thpt
80cfdda2xpvaibaexe8cym7b6gx+th2nyjf4gepx,thpt,34.0,thpt
39d76a4expvaibaexe8cym7b6gx+tt/q64zsox/+,thpt,29.0,thpt
6007fc40xpvaibaexe8cym7b6gx+thcg2j9urbhw,thpt,63.0,thpt
87c0c5b0xpvaibaexe8cym7b6gx+tvmzl5+34nck,thpt,2.0,thpt
0dddfab4xpvaibaexe8cym7b6gx+toqm9g2af3fk,thpt,2.0,khác
46fe5b50xpvaibaexe8cym7b6gx+trrv2ndqd5t0,thpt,2.0,thpt
debd93e5xpvaibaexe8cym7b6gx+tuduatkqozzw,thpt,46.0,thpt
48d92f82xpvaibaexe8cym7b6gx+tqsl9buo6vgi,thpt,63.0,thpt
b324aa62xpvaibaexe9h45nafhfkynjpwcuzzmdr,thpt,2.0,thpt
082ca1bdxpvaibaexe9h45nafhfkygxejbiywnsm,thpt,56.0,chuyên
fb027ac4xpvaibaexe9h45nafhfkykjc3pvc6xzn,thpt,52.0,chuyên
025639c4xpvaibaexe9h45nafhfkyhebg5cfnlvj,thpt,2.0,thpt
cce416ddxpvaibaexe9h45nafhfkyik2s+wu/p25,thpt,2.0,thpt
791cf17bxpvaibaexe9h45nafhfkylghedi2lhy1,thpt,2.0,thpt
441a8f18xpvaibaexe9h45nafhfkyu2deqgra5oc,thpt,2.0,thpt
87631fe0xpvaibaexe9h45nafhfkyou0t6i4znmt,thpt,40.0,thpt
5c5b33ccxpvaibaexe9h45nafhfkyqqse6ojtu2d,thpt,2.0,thpt
8f360909xpvaibaexe9h45nafhfkyhgzbwaawcy0,thpt,2.0,thpt
dafce097xpvaibaexe+z7kfnhylttksb/kdm5tuz,thpt,53.0,thpt
5666eaf4xpvaibaexe+z7kfnhylttjali+sh+dpo,thpt,35.0,thpt
e4c82e05xpvaibaexe+z7kfnhyltth352mo+oik+,thpt,39.0,thpt
f5d3066axpvaibaexe+z7kfnhylttkycmifpwrek,thpt,37.0,thpt
5bfe5dd9xpvaibaexe+z7kfnhylttphgqo2rqyej,thpt,35.0,thpt
3a1c5583xpvaibaexe/x/wixypgyavef9801q2hn,thpt,51.0,thpt
80546bd2xpvaibaexe/x/wixypgyaiyd1xgfjhu3,thpt,56.0,thpt
63d15452xpvaibaexe/x/wixypgyap8isojndrt3,thpt,40.0,thpt
1ae2e583xpvaibaexe/x/wixypgyavap4qdisuoz,thpt,2.0,thpt
c76005a8xpvaibaexe/x/wixypgyag54zpujwgey,thpt,42.0,thpt
3a182da7xpvaibaexe/x/wixypgyaksbqupyggrm,thpt,2.0,thpt
af12ad92xpvaibaexe/x/wixypgyaoocmigpndia,thpt,43.0,gdtx
6e67eb19xpvaibaexe/x/wixypgyast5qiaayiqu,thpt,58.0,thpt
d909979expvaibaexe9aucnq7/14ag8bgpx7zshb,thpt,37.0,thpt
9a105ef9xpvaibaexe9aucnq7/14ahde9pheoxri,thpt,40.0,thpt
78b2ec5bxpvaibaexe9aucnq7/14anpk5av8eask,thpt,31.0,thpt
eb088421xpvaibaexe9aucnq7/14amv4g9ksrfjr,thpt,37.0,thpt
9c9d7b29xpvaibaexe9aucnq7/14aosz4ivyo2l6,thpt,37.0,thpt
0ea4c432xpvaibaexe9aucnq7/14aa6pbregymcr,thpt,2.0,thpt
1f7628f8xpvaibaexe9aucnq7/14aoyjtugyani7,thpt,46.0,thpt
920c35d4xpvaibaexe9/su+qlcydmuufi2r5aeyr,thpt,39.0,thpt
271545d2xpvaibaexe9/su+qlcydmqx5lratm4zu,thpt,35.0,gdtx
ce1cc768xpvaibaexe9/su+qlcydmo6fuov6lufj,thpt,2.0,thpt
8a2910eaxpvaibaexe9/su+qlcydmvhvky1urihh,thpt,48.0,thpt
721c35ddxpvaibaexe9/su+qlcydmstsmqp/etxa,thpt,2.0,thpt
535ee7d3xpvaibaexe9/su+qlcydmqv4b2iju0yp,thpt,2.0,thpt
62200a76xpvaibaexe9/su+qlcydmsqrq0km5nhu,thpt,31.0,thpt
9048dd88xpvaibaexe9/su+qlcydmq7jh7e5n9gx,thpt,2.0,thpt
d3cf8a69xpvaibaexe9/su+qlcydmsexwfkodzkh,thpt,2.0,thpt
eaea332cxpvaibaexe9/su+qlcydmtk7pvalwmdm,thpt,2.0,thpt
578a7225xpvaibaexe8hvnm4ihlelutcwtynaofi,thpt,39.0,thpt
0ba51321xpvaibaexe8hvnm4ihlelro3iaahdoa6,thpt,37.0,thpt
c57530a4xpvaibaexe8hvnm4ihlelvtcbud7ztlv,thpt,2.0,thpt
ec3c87c3xpvaibaexe8hvnm4ihlelaulgdayulj6,thpt,48.0,thpt
67e56faaxpvaibaexe8hvnm4ihlelrsldi7jggdp,thpt,42.0,thpt
34e1582fxpvaibaexe8hvnm4ihlelz0esxtqidlw,thpt,2.0,thpt
e7f76892xpvaibaexe8hvnm4ihleluukyau9nqys,thpt,63.0,thpt
e0d198edxpvaibaexe8hvnm4ihlelsvri7vk4veu,thpt,50.0,thpt
e7307f9dxpvaibaexe8hvnm4ihleltpvg7dx3j9g,thpt,47.0,thpt
1f900c98xpvaibaexe/bn5cqsu92wfoxpcmtu1cx,thpt,42.0,thpt
782f4d5expvaibaexe/bn5cqsu92wf+l+2eyy/lh,thpt,48.0,thpt
55b2c91axpvaibaexe/bn5cqsu92wvyl6ie3drnz,thpt,2.0,thpt
c6114925xpvaibaexe/bn5cqsu92wepawyzsqola,thpt,35.0,thpt
7f8e6556xpvaibaexe/bn5cqsu92ww9hsgwhnu8h,thpt,2.0,thpt
abaa6224xpvaibaexe/bn5cqsu92wenvqensra2a,thpt,43.0,thpt
307d02bbxpvaibaexe/bn5cqsu92wypwynspa8z8,thpt,56.0,thpt
f9d4ade3xpvaibaexe/bn5cqsu92wdvhrucea56c,thpt,38.0,thpt
682c32e0xpvaibaexe/bn5cqsu92wx0dcikdud8d,thpt,51.0,thpt
a51f3de3xpvaibaexe/xn8kzjn44cqkin5uaq1yd,thpt,38.0,chuyên
dc999d0expvaibaexe/xn8kzjn44cbt+u3pr4o9i,thpt,37.0,thpt
7a6522adxpvaibaexe/xn8kzjn44ccxm/9jdq7yd,thpt,37.0,thpt
cf7eec79xpvaibaexe/xn8kzjn44cfz96n8o9j1l,thpt,52.0,thpt
5ac84a81xpvaibaexe/xn8kzjn44ct98eprk2xr+,thpt,2.0,thpt
ddb9e00cxpvaibaexe/xn8kzjn44cdzndzzd5biq,thpt,42.0,thpt
8772f0baxpvaibaexe/xn8kzjn44ctsizlprihmr,thpt,33.0,thpt
c5653867xpvaibaexe8wlx2/dthdavgnfazhddba,thpt,48.0,thpt
0b532f25xpvaibaexe8wlx2/dthdal8ihf2g7vfy,thpt,52.0,thpt
99325c17xpvaibaexe8wlx2/dthdaux2r9ibwf/q,thpt,48.0,thpt
acb0c79fxpvaibaexe8wlx2/dthdajvvypnwgv3z,thpt,32.0,thpt
59cd26eexpvaibaexe8wlx2/dthdaummtwfxvmcu,thpt,2.0,thpt
1d20ed25xpvaibaexe8wlx2/dthdaqwopv1dttl1,thpt,50.0,thpt
7dc76130xpvaibaexe9e+kue/nflislmsat5iod+,thpt,34.0,thpt
fe92b059xpvaibaexe9e+kue/nfliskxeugpimay,thpt,49.0,thpt
9cb66503xpvaibaexe9e+kue/nflivhlsaedjpcv,thpt,47.0,thpt
37e9895dxpvaibaexe9e+kue/nfliak6/ymitssi,thpt,35.0,gdtx
7dec2e25xpvaibaexe9e+kue/nfliv3r9zrnfek+,thpt,50.0,thpt
b7a4bfebxpvaibaexe9e+kue/nfliz33muv8ypen,thpt,53.0,thpt
33a535c8xpvaibaexe9e+kue/nfliwy7m6t8xklq,thpt,48.0,thpt
b981e9e5xpvaibaexe9e+kue/nflid9nvxqobgkv,thpt,37.0,thpt
ad4bcba9xpvaibaexe9e+kue/nfliwlkrmyzh3gu,thpt,2.0,thpt
1da0751expvaibaexe+y4ivhjp8sxoecwfmevnwg,thpt,55.0,thpt
412f9f1axpvaibaexe+y4ivhjp8sxlamcnq6fjwh,thpt,37.0,thpt
85749327xpvaibaexe+y4ivhjp8sxkp1bwna7tq7,thpt,2.0,thpt
29026b5fxpvaibaexe+y4ivhjp8sxrc1fkz69ukd,thpt,46.0,thpt
d96d5b08xpvaibaexe+y4ivhjp8sxknznga0iclh,thpt,2.0,thpt
601e0986xpvaibaexe+y4ivhjp8sxpmss9jvmguu,thpt,2.0,thpt
fe452984xpvaibaexe+y4ivhjp8sxoyjnurmraf2,thpt,2.0,thpt
929fe9b5xpvaibaexe+y4ivhjp8sxnph/35y1toa,thpt,50.0,thpt
3878c29expvaibaexe+y4ivhjp8sxjqufnsdyubf,thpt,2.0,chuyên
1030a271xpvaibaexe/7sxkigc7f55u1tfrbvqkh,thpt,48.0,thpt
59f1b1f6xpvaibaexe/7sxkigc7f59hetoifbzsv,thpt,2.0,thpt
7172da6axpvaibaexe/7sxkigc7f5wmwnthruye0,thpt,2.0,thpt
b537a376xpvaibaexe/7sxkigc7f5/wijwcjrv6/,thpt,48.0,thpt
4f405b4cxpvaibaexe/7sxkigc7f5+csjr/5yxnw,thpt,2.0,thpt
a2ce0ed3xpvaibaexe/7sxkigc7f54exmsxgxstu,thpt,42.0,thpt
e23e02e0xpvaibaexe/7sxkigc7f53b3wpqdgffe,thpt,34.0,thpt
52e66659xpvaibaexe/7sxkigc7f5zukr2wlnro3,thpt,35.0,thpt
f0c15c4cxpvaibaexe/7sxkigc7f5yqxlj4ltyh9,thpt,2.0,thpt
6414f481xpvaibaexe/7sxkigc7f53kmbmgfvhcx,thpt,46.0,gdtx
2cd84f03xpvaibaexe/yxikgsgy0sqvjgoumocub,thpt,51.0,thpt
54d69ffdxpvaibaexe/yxikgsgy0sifts6rwcamw,thpt,49.0,thpt
c168db77xpvaibaexe/yxikgsgy0sok5ilvb8bxk,thpt,2.0,thpt
ed8b6fdaxpvaibaexe/yxikgsgy0sshzgk4jnu7q,thpt,2.0,thpt
d0fe4969xpvaibaexe/yxikgsgy0slcmj5ekt6ki,thpt,39.0,chuyên
e58bfa64xpvaibaexe/yxikgsgy0srr6cc9xjpml,thpt,44.0,thpt
7daa3a24xpvaibaexe/yxikgsgy0sgl7cqhts8nm,thpt,38.0,thpt
270990b2xpvaibaexe/yxikgsgy0ssilt09wgo+h,thpt,53.0,thpt
ed5a19e5xpvaibaexe/yxikgsgy0sj0ltvqxzl31,thpt,2.0,thpt
88b5a902xpvaibaexe+sfu1lch9y338xbmicvpbj,thpt,50.0,thpt
d76bab82xpvaibaexe+sfu1lch9y38iopnn1vz72,thpt,4.0,thpt
134b0e11xpvaibaexe+sfu1lch9y3wqzt5giecfn,thpt,2.0,thpt
bef82d76xpvaibaexe+sfu1lch9y35hnl8rbs6er,thpt,47.0,thpt
ad5f09c2xpvaibaexe+sfu1lch9y3wy+pst0mdf9,thpt,41.0,thpt
f4a91dbbxpvaibaexe+sfu1lch9y3z7zlcd2co7v,thpt,43.0,thpt
06c6aad0xpvaibaexe+sfu1lch9y3zgrymrp1zmy,thpt,48.0,chuyên
74c4aa33xpvaibaexe+sfu1lch9y32xbak18rvcl,thpt,33.0,thpt
ef14b804xpvaibaexe+sfu1lch9y3xwta18hz849,thpt,2.0,thpt
803ef892xpvaibaexe+sfu1lch9y3ynwe+gw9f93,thpt,2.0,thpt
8c62c740xpvaibaexe+llvbxzunmjjqo+ywvkzjw,thpt,2.0,thpt
088350c2xpvaibaexe+llvbxzunmjhb3bf9tcyq/,thpt,2.0,thpt
80e552e4xpvaibaexe+llvbxzunmjkfwh0ij28ry,thpt,52.0,thpt
670817fexpvaibaexe+llvbxzunmjkkt4kdkwwgm,thpt,47.0,thpt
cd84523expvaibaexe+llvbxzunmja9yrcwsmo7a,thpt,2.0,thpt
1f285928xpvaibaexe+llvbxzunmji/arkmjtjs5,thpt,53.0,thpt
586f0a4cxpvaibaexe+llvbxzunmjl51ntie4ve7,thpt,37.0,thpt
e99e9ea2xpvaibaexe+llvbxzunmjfoikyw9ng8u,thpt,35.0,gdtx
6cda0ed7xpvaibaexe+bhzka9xggxss4bhzshgje,thpt,41.0,thpt
b7c41ebexpvaibaexe+bhzka9xggxtrdrxbwesl+,thpt,43.0,thpt
b5953d10xpvaibaexe+bhzka9xggxwnkm2l+acxt,thpt,35.0,thpt
ac1d5cb1xpvaibaexe+bhzka9xggxbbgkpwysdh1,thpt,35.0,gdtx
edd0f071xpvaibaexe+bhzka9xggxceipjldozcd,thpt,36.0,thpt
2f1a883fxpvaibaexe+bhzka9xggxzbgp7e/yjsd,thpt,23.0,thpt
2e9367b1xpvaibaexe+bhzka9xggxankzyzsxqct,thpt,42.0,thpt
7d0210b1xpvaibaexe+bhzka9xggxfsr6ojo/es3,thpt,47.0,thpt
40e6b6e5xpvaibaexe+bhzka9xggxrjzafhtnzbm,thpt,54.0,thpt
e80cfc67xpvaibaexe+fmxcqgvribas3hmtuylgw,thpt,44.0,thpt
3f25f0f3xpvaibaexe+fmxcqgvribinzvn1zcwdg,thpt,41.0,thpt
2f29cc38xpvaibaexe+fmxcqgvribakqe1pu/1fv,thpt,56.0,thpt
0b468fe1xpvaibaexe+fmxcqgvribl7shgq1fhjv,thpt,53.0,thpt
5c414ddbxpvaibaexe+fmxcqgvribfniuqud9qfs,thpt,49.0,thpt
00046394xpvaibaexe+fmxcqgvribect4ymjhsfd,thpt,53.0,thpt
0cbe4487xpvaibaexe+fmxcqgvribaaiapdgkorx,thpt,2.0,chuyên
ebc8a649xpvaibaexe+fmxcqgvribibosp1tokmg,thpt,2.0,thpt
aa971f36xpvaibaexe+fmxcqgvriba5vxtc+v0/y,thpt,46.0,thpt
869c382dxpvaibaexe+6mn9fow2mqqya+xnxt/o1,thpt,48.0,thpt
94d1d345xpvaibaexe+6mn9fow2mqzpamjnrfo2o,thpt,35.0,gdtx
bad275edxpvaibaexe+6mn9fow2mqadhvo5k6fiq,thpt,43.0,thpt
4dd248d9xpvaibaexe+6mn9fow2mqelov0tjpgtd,thpt,55.0,chuyên
7901d3a9xpvaibaexe+6mn9fow2mqyemruxxbnss,thpt,35.0,thpt
12cbcf73xpvaibaexe+6mn9fow2mqri6oeyjzoyh,thpt,40.0,thpt
1a02c0e5xpvaibaexe+6mn9fow2mqwsztpzhdj4y,thpt,2.0,thpt
07604f47xpvaibaexe+6mn9fow2mqqgwnvqnrjxt,thpt,45.0,thpt
ffe9e452xpvaibaexe+6mn9fow2mqxtx1lmtf9+d,thpt,59.0,thpt
d367637expvaibaexe+6mn9fow2mqypk/ixwmawa,thpt,38.0,thpt
8faa301expvaibaexe/+pcsgi7ykecbf3wqdfal2,thpt,41.0,thpt
d164ad41xpvaibaexe/+pcsgi7ykergju4dhmegp,thpt,38.0,thpt
06bfa130xpvaibaexe/+pcsgi7ykesntp5em9h+w,thpt,2.0,thpt
6dccea04xpvaibaexe/+pcsgi7yketfztd9kdzr/,thpt,34.0,thpt
536c59c2xpvaibaexe/+pcsgi7ykee6trdusckew,thpt,2.0,thpt
8fad154expvaibaexe/+pcsgi7ykeblbcdoorbeg,thpt,48.0,thpt
4707347expvaibaexe/+pcsgi7ykecozai0yiuvx,thpt,0.0,chuyên
a9928b90xpvaibaexe/+pcsgi7ykethdhkcrgsaj,thpt,48.0,thpt
712a8c08xpvaibaexe8ooyk4mkugmhqpu9hwabud,thpt,41.0,thpt
5907f3fbxpvaibaexe8ooyk4mkugmfud0afmtiv2,thpt,47.0,chuyên
702d2cf3xpvaibaexe8ooyk4mkugma64z/ilp3mb,thpt,61.0,thpt
055bc8b6xpvaibaexe8ooyk4mkugmetvnaf/k5xo,thpt,34.0,thpt
2f247262xpvaibaexe8ooyk4mkugmhi9xjh/zg8m,thpt,52.0,thpt
